0.39102608,0.5708366
0.37362605,0.5668128
0.36488715,0.60227954
0.413073,0.5609844
0.3995902,0.63300127
0.30798978,0.65354466
0.29294336,0.58612156
0.35612833,0.6721811
0.34043598,0.57515967
0.42703032,0.6543509
0.37837902,0.5669324
0.38579562,0.55942136
0.37914968,0.59212595
0.4158292,0.54600036
0.38880473,0.6351051
0.38086462,0.6059383
0.40315226,0.55947876
0.37335464,0.55376184
0.4270076,0.6463989
0.43452016,0.5206709
0.41679996,0.64809793
0.35455278,0.557806
0.38925022,0.56841683
0.4082843,0.5456831
0.42462042,0.5422178
0.4207839,0.54558265
0.40661156,0.5504925
0.35173288,0.5375931
0.37766638,0.58415556
0.35388842,0.5438358
0.3829938,0.61156833
0.30247867,0.57690537
0.3475622,0.65475285
0.35182542,0.59213597
0.38175225,0.54038996
0.33417085,0.50773734
0.4054265,0.6213097
0.41492355,0.56389284
0.37072998,0.5684936
0.31122178,0.56673324
0.31392816,0.35754302
0.59144723,0.536641
0.27735403,0.53765166
0.34643325,0.5355534
0.3755818,0.5639811
0.44249508,0.6704213
0.3972384,0.5461461
0.47783712,0.5012561
0.43072432,0.51247936
0.55082613,0.5395851
0.53014356,0.47463357
0.4650382,0.52186495
0.3871461,0.55213743
0.5367999,0.4625826
0.4649866,0.50991535
0.40740833,0.5592263
0.36648855,0.64004594
0.36612305,0.62437433
0.41479412,0.53867537
0.4789474,0.5476258
0.3958524,0.6378328
0.3900607,0.55775857
0.4101416,0.5541482
0.42327723,0.54185426
0.45144626,0.6890811
0.4496489,0.61626446
0.33203608,0.60421264
0.54719085,0.4383544
0.51279587,0.5315842
0.53443784,0.46358544
0.45686495,0.5133231
0.41052073,0.5560579
0.43535343,0.5296686
0.47382346,0.49496403
0.47995347,0.49639463
0.4268552,0.5437774
0.489861,0.49179092
0.4492418,0.5114642
0.45855826,0.4634052
0.48824683,0.47192007
0.42074016,0.48813006
0.45768964,0.5076012
0.4411173,0.5263623
0.5236835,0.4826883
0.57875115,0.43649158
0.4226281,0.55050266
0.41977182,0.54564536
0.5197727,0.46398607
0.5719066,0.44341272
0.47984815,0.49332124
0.4942565,0.46586707
0.5121396,0.47327244
0.5186917,0.4630067
0.54896843,0.4488217
0.5050185,0.47889596
0.52666193,0.47101197
0.5645764,0.44314048
0.594126,0.4356301
