0.0247,0.0031
0.0274,0.0043
0.0301,0.0016
0.0329,0.0024
0.0356,0.0056
0.0384,0.0032
0.0411,0.0039
0.0438,0.008
0.0466,0.007
0.0493,0.0054
0.0521,0.0017
0.0548,0.0016
0.0575,0.0022
0.0603,0.0011
0.063,0.0018
0.0658,0.0023
0.0685,0.0019
0.0712,0.0026
0.074,0.0003
0.0767,0.0051
0.0795,0.0019
0.0822,0.0012
0.0849,0.0012
0.0877,0.0027
0.0904,0.0036
0.0932,0.0034
0.0959,0.0055
0.0986,0.0036
0.1014,0.0047
0.1041,0.0022
0.1068,0.0042
0.1096,0.004
0.1123,0.0041
0.1151,0.0045
0.1178,0.0028
0.1205,0.0019
0.1233,0.0014
0.126,0.0018
0.1288,0.0051
0.1315,0.002
0.1342,0.0026
0.137,0.0023
0.1397,0.0049
0.1425,0.0029
0.1452,0.0024
0.1479,0.0037
0.1507,0.0023
0.1534,0.004
0.1562,0.0017
0.1589,0.002
0.1616,0.0021
0.1644,0.0004
0.1671,0.0025
0.1699,0.0025
0.1726,0.0037
0.1753,0.0021
0.1781,0.0015
0.1808,0.0039
0.1836,0.0027
0.1863,0.0025
0.189,0.0014
0.1918,0.0013
0.1945,0.0015
0.1973,0.0023
0.2,0.0031
0.2027,0.0013
0.2055,0.0039
0.2082,0.0022
0.211,0.0046
0.2137,0.002
0.2164,0.0006
0.2192,0.0016
0.2219,0.0006
0.2247,0.003
0.2274,0.0031
0.2301,0.003
0.2329,0.0023
0.2356,0.0043
0.2384,0.0021
0.2411,0.0039
0.2438,0.0006
0.2466,0.0012
0.2493,0.0019
0.2521,0.0005
0.2548,0.0017
0.2575,0.0021
0.2603,0.0021
0.263,0.0012
0.2658,0.0025
0.2685,0.0017
0.2712,0.0022
0.274,0.0018
0.2767,0.0003
0.2795,0.0006
0.2822,0.0028
0.2849,0.0032
0.2877,0.0018
0.2904,0.0032
0.2932,0.0012
0.2959,0.0014
0.2986,0.001
0.3014,0.0016
0.3041,0.0012
0.3068,0.001
0.3096,0.0021
0.3123,0.0024
0.3151,0.0018
0.3178,0.0006
0.3205,0.001
0.3233,0.0004
0.326,0.002
0.3288,0.0006
0.3315,0.001
0.3342,0.0017
0.337,0.0008
0.3397,0.0016
0.3425,0.0023
0.3452,0.0007
0.3479,0.0015
0.3507,0.0024
0.3534,0.0038
0.3562,0.0036
0.3589,0.0014
0.3616,0.0009
0.3644,0.0012
0.3671,0.0017
0.3699,0.0014
0.3726,0.0013
0.3753,0.0003
0.3781,0.0026
0.3808,0.002
0.3836,0.0007
0.3863,0.0003
0.389,0.0023
0.3918,0.0018
0.3945,0.0007
0.3973,0.0013
0.4,0.0014
0.4027,0.0024
0.4055,0.002
0.4082,0.0014
0.411,0.0016
0.4137,0.0005
0.4164,0.0022
0.4192,0.0022
0.4219,0.0028
0.4247,0.0015
0.4274,0.0008
0.4301,0.0016
0.4329,0.0009
0.4356,0.0021
0.4384,0.0018
0.4411,0.0023
0.4438,0.0003
0.4466,0.0019
0.4493,0.0008
0.4521,0.0009
0.4548,0.0012
0.4575,0.0005
0.4603,0.0022
0.463,0.0012
0.4658,0.0018
0.4685,0.0018
0.4712,0.0006
0.474,0.0005
0.4767,0.0011
0.4795,0.0007
0.4822,0.0014
0.4849,0.0016
0.4877,0.0016
0.4904,0.0016
0.4932,0.0012
0.4959,0.0008
0.4986,0.0012
