0.3732926,1.0,
0.2781418,0.9928994,
0.40956658,0.8994581,
0.4136919,0.84056234,
0.42961898,0.9945607,
0.36531788,0.94097763,
0.26693562,0.83708924,
0.3947075,0.6258348,
0.33167306,0.8877743,
0.5126913,0.6575338,
0.4032903,0.6308952,
0.39678115,0.57004166,
0.40406498,0.49198744,
0.4009547,0.31531453,
0.40710273,0.5333647,
0.40383112,0.54893696,
0.39843848,0.19894871,
0.38392058,0.17736831,
0.39453048,0.30020136,
0.39104798,0.2889856,
0.39124772,0.24126558,
0.3846889,0.1747278,
0.19985798,0.0,
0.36873087,0.05861559,
0.39444417,0.27116638,
0.38512823,0.13484451,
0.2605583,0.019034129,
0.40044492,0.198635,
0.42851484,0.2147196,
0.4008178,0.13026416,
0.39944863,0.3678727,
0.4013507,0.3797258,
0.38215333,0.24980187,
0.34617808,0.4190046,
0.40786844,0.31994843,
0.40637887,0.5322355,
0.40588447,0.18034136,
0.41147333,0.5465646,
0.40047958,0.4163974,
0.3309675,0.0038952439,
0.3822478,0.3370955,
0.50350034,0.7499278,
0.40695012,0.60358685,
0.41112694,0.607146,
0.4169867,0.5122034,
0.40434584,0.66047114,
0.3889769,0.7105235,
0.3850684,0.644299,
0.40326267,0.62273854,
0.5549291,0.6247432,
0.40331772,0.78255236,
0.38360927,0.803445,
